state,county,current_votes,total_votes,percent
Vermont,South Burlington,12670,12670,100
Vermont,South Hero,1309,1309,100
Vermont,Springfield,4516,4516,100
Vermont,Stamford,539,539,100
Vermont,Stannard,114,114,100
Vermont,Berlin,1534,1536,100
Vermont,Starksboro,1023,1023,100
Vermont,Stockbridge,477,477,100
Vermont,Stowe,3406,3406,100
Vermont,Strafford,800,800,100
Vermont,Stratton,190,190,100
Vermont,Sudbury,388,388,100
Vermont,Sunderland,652,652,100
Vermont,Sutton,539,539,100
Vermont,Swanton,3228,3228,100
Vermont,Thetford,1910,1910,100
Vermont,Bethel,1147,1147,100
Vermont,Addison,870,870,100
Vermont,Tinmouth,341,341,100
Vermont,Topsham,646,646,100
Vermont,Townshend,769,769,100
Vermont,Troy,795,795,100
Vermont,Tunbridge,863,863,100
Vermont,Underhill,2224,2224,100
Vermont,Vergennes,1478,1481,100
Vermont,Vernon,1300,1300,100
Vermont,Vershire,428,428,100
Vermont,Victory,55,55,100
Vermont,Bloomfield,130,130,100
Vermont,Waitsfield,1248,1248,100
Vermont,Walden,586,586,100
Vermont,Wallingford,1298,1298,100
Vermont,Waltham,326,326,100
Vermont,Wardsboro,492,492,100
Vermont,Warren,1264,1264,100
Vermont,Washington,609,609,100
Vermont,Waterbury,3498,3498,100
Vermont,Waterford,831,831,100
Vermont,Waterville,454,454,100
Vermont,Bolton,778,780,100
Vermont,Weathersfield,1792,1792,100
Vermont,Wells,742,742,100
Vermont,West Fairlee,357,357,100
Vermont,Westfield,349,349,100
Vermont,Westford,1425,1425,100
Vermont,West Haven,151,154,95
Vermont,Westminster,1789,1789,100
Vermont,Westmore,240,240,100
Vermont,Weston,456,456,100
Vermont,West Rutland,1167,1167,100
Vermont,Bradford,1494,1494,100
Vermont,West Windsor,841,841,100
Vermont,Weybridge,612,612,100
Vermont,Wheelock,452,452,100
Vermont,Whiting,218,218,100
Vermont,Whitingham,775,775,100
Vermont,Williamstown,1862,1862,100
Vermont,Williston,6873,6873,100
Vermont,Wilmington,1156,1156,100
Vermont,Windham,282,282,100
Vermont,Windsor,1890,1890,100
Vermont,Braintree,717,717,100
Vermont,Winhall,674,674,100
Vermont,Winooski,3701,3701,100
Vermont,Wolcott,923,923,100
Vermont,Woodbury,588,588,100
Vermont,Woodford,196,196,100
Vermont,Woodstock,2109,2109,100
Vermont,Worcester,624,624,100
Vermont,Brandon,2184,2184,100
Vermont,Brattleboro,6663,6663,100
Vermont,Bridgewater,601,601,100
Vermont,Bridport,738,739,100
Vermont,Brighton,619,619,100
Vermont,Bristol,2245,2245,100
Vermont,Albany,540,540,100
Vermont,Brookfield,852,852,100
Vermont,Brookline,329,329,100
Vermont,Brownington,490,490,100
Vermont,Brunswick,64,65,100
Vermont,Burke,924,924,100
Vermont,Burlington,22218,22218,100
Vermont,Cabot,892,892,100
Vermont,Calais,1148,1148,100
Vermont,Cambridge,2199,2199,100
Vermont,Canaan,498,498,100
Vermont,Alburgh,1079,1079,100
Vermont,Castleton,2161,2161,100
Vermont,Cavendish,792,792,100
Vermont,Charleston,541,541,100
Vermont,Charlotte,2886,2886,100
Vermont,Chelsea,723,730,100
Vermont,Chester,1772,1772,100
Vermont,Chittenden,853,853,100
Vermont,Clarendon,1469,1469,100
Vermont,Colchester,9594,9594,100
Vermont,Concord,630,630,100
Vermont,Andover,365,365,100
Vermont,Corinth,830,830,100
Vermont,Cornwall,850,850,100
Vermont,Coventry,568,568,100
Vermont,Craftsbury,774,774,100
Vermont,Danby,755,755,100
Vermont,Danville,1469,1469,100
Vermont,Derby,2515,2515,100
Vermont,Dorset,1413,1413,100
Vermont,Dover,948,950,100
Vermont,Dummerston,1357,1357,100
Vermont,Arlington,1485,1485,100
Vermont,Duxbury,914,914,100
Vermont,East Haven,140,140,100
Vermont,East Montpelier,1764,1764,100
Vermont,Eden,634,634,100
Vermont,Elmore,606,607,100
Vermont,Enosburgh,1274,1274,100
Vermont,Essex,13414,13414,100
Vermont,Fairfax,2996,2694,95
Vermont,Fairfield,1140,1140,100
Vermont,Fair Haven,1308,1308,100
Vermont,Athens,214,214,100
Vermont,Fairlee,621,629,100
Vermont,Fayston,971,971,100
Vermont,Ferrisburg,1830,1830,100
Vermont,Fletcher,824,824,100
Vermont,Franklin,754,763,100
Vermont,Georgia,2917,2917,100
Vermont,Glover,666,666,100
Vermont,Goshen,126,129,100
Vermont,Grafton,405,411,100
Vermont,Granby,43,43,100
Vermont,Bakersfield,696,696,100
Vermont,Grand Isle,1409,1409,100
Vermont,Granville,169,169,100
Vermont,Greensboro,491,491,100
Vermont,Groton,549,549,100
Vermont,Guildhall,174,174,100
Vermont,Guilford,1354,1354,100
Vermont,Halifax,492,492,100
Vermont,Hancock,171,171,100
Vermont,Hardwick,1577,1577,100
Vermont,Hartford,6264,6264,100
Vermont,Baltimore,143,143,100
Vermont,Hartland,2198,2198,100
Vermont,Highgate,1726,1726,100
Vermont,Hinesburg,3084,3084,100
Vermont,Holland,358,358,100
Vermont,Hubbardton,427,427,100
Vermont,Huntington,1405,1405,100
Vermont,Hyde Park,1731,1731,100
Vermont,Ira,262,262,100
Vermont,Irasburg,673,638,95
Vermont,Isle La Motte,349,349,100
Vermont,Barnard,669,669,100
Virginia,Accomack County,16962,23766,100
Virginia,Albemarle County,64657,64657,100
Virginia,Alleghany County,8203,8203,100
Virginia,Amelia County,7893,7893,100
Virginia,Amherst County,17005,17005,100
Virginia,Appomattox County,9268,9268,100
Virginia,Arlington County,130699,130699,100
Virginia,Augusta County,42278,42278,100
Virginia,Bath County,2501,2501,100
Virginia,Bedford County,48669,48669,100
Virginia,Bland County,3479,3479,100
Virginia,Botetourt County,21120,21120,100
Virginia,Brunswick County,7948,7948,100
Virginia,Buchanan County,9953,9953,100
Virginia,Buckingham County,8126,8126,100
Virginia,Campbell County,29892,29892,100
Virginia,Caroline County,16288,16288,100
Virginia,Carroll County,15651,15651,100
Virginia,Charles City County,4441,4441,100
Virginia,Charlotte County,6191,6191,100
Virginia,Chesterfield County,203884,203884,100
Virginia,Clarke County,9337,9337,100
Virginia,Craig County,3169,3169,100
Virginia,Culpeper County,27116,27116,100
Virginia,Cumberland County,5310,5310,100
Virginia,Dickenson County,7303,7303,100
Virginia,Dinwiddie County,15092,15092,100
Virginia,Essex County,6178,6178,100
Virginia,Fairfax County,600823,600823,100
Virginia,Fauquier County,43661,42986,95
Virginia,Floyd County,9408,9408,100
Virginia,Fluvanna County,15840,15840,100
Virginia,Franklin County,29702,29702,100
Virginia,Frederick County,48703,48703,100
Virginia,Giles County,9176,9176,100
Virginia,Gloucester County,22282,22282,100
Virginia,Goochland County,16950,16950,100
Virginia,Grayson County,8131,8131,100
Virginia,Greene County,11311,11311,100
Virginia,Greensville County,4574,4574,100
Virginia,Halifax County,18248,18248,100
Virginia,Hanover County,70967,70967,100
Virginia,Henrico County,183152,183152,100
Virginia,Henry County,26105,26105,100
Virginia,Highland County,1533,1533,100
Virginia,Isle of Wight County,23456,23456,100
Virginia,James City County,49622,49622,100
Virginia,King and Queen County,4115,4253,95
Virginia,King George County,14224,14224,100
Virginia,King William County,10736,10736,100
Virginia,Lancaster County,7152,7152,100
Virginia,Lee County,9946,9946,100
Virginia,Loudoun County,224862,224862,100
Virginia,Louisa County,21915,21915,100
Virginia,Lunenburg County,6000,6000,100
Virginia,Madison County,8129,8129,100
Virginia,Mathews County,5826,5826,100
Virginia,Mecklenburg County,16204,18358,100
Virginia,Middlesex County,6785,6785,100
Virginia,Montgomery County,45037,45037,100
Virginia,Nelson County,9316,9316,100
Virginia,New Kent County,14463,14463,100
Virginia,Northampton County,6732,6732,100
Virginia,Northumberland County,7815,7896,100
Virginia,Nottoway County,7078,7078,100
Virginia,Orange County,20742,20742,100
Virginia,Page County,12514,12514,100
Virginia,Patrick County,9534,9534,100
Virginia,Pittsylvania County,34227,34227,100
Virginia,Powhatan County,19730,19730,100
Virginia,Prince Edward County,9574,9574,100
Virginia,Prince George County,17432,17432,100
Virginia,Prince William County,228056,228056,100
Virginia,Pulaski County,17376,17376,100
Virginia,Rappahannock County,4978,4978,100
Virginia,Richmond County,4102,4102,100
Virginia,Roanoke County,57184,57184,100
Virginia,Rockbridge County,12373,12373,100
Virginia,Rockingham County,43811,43811,100
Virginia,Russell County,13386,13386,100
Virginia,Scott County,10869,10869,100
Virginia,Shenandoah County,23684,23684,100
Virginia,Smyth County,14136,14136,100
Virginia,Southampton County,9786,9786,100
Virginia,Spotsylvania County,75317,75317,100
Virginia,Stafford County,79625,79625,100
Virginia,Surry County,4471,4471,100
Virginia,Sussex County,5088,5088,100
Virginia,Tazewell County,20134,20134,100
Virginia,Warren County,21147,21147,100
Virginia,Washington County,28685,28685,100
Virginia,Westmoreland County,9933,9933,100
Virginia,Wise County,16615,16615,100
Virginia,Wythe County,15072,15072,100
Virginia,York County,38787,38787,100
Virginia,Alexandria city,82508,82508,100
Virginia,Bristol city,7806,7806,100
Virginia,Buena Vista city,2776,2776,100
Virginia,Charlottesville city,24205,24205,100
Virginia,Chesapeake city,127108,127108,100
Virginia,Colonial Heights city,9146,9146,100
Virginia,Covington city,2603,2603,100
Virginia,Danville city,19389,19389,100
Virginia,Emporia city,2381,2381,100
Virginia,Fairfax city,13483,13483,100
Virginia,Falls Church city,8819,8819,100
Virginia,Franklin city,4058,4058,100
Virginia,Fredericksburg city,12862,17053,100
Virginia,Galax city,2638,2638,100
Virginia,Hampton city,65901,65901,100
Virginia,Harrisonburg city,17086,17086,100
Virginia,Hopewell city,9608,9608,100
Virginia,Lexington city,2762,2762,100
Virginia,Lynchburg city,36363,36363,100
Virginia,Manassas city,16968,16968,100
Virginia,Manassas Park city,6087,6087,100
Virginia,Martinsville city,6013,6013,100
Virginia,Newport News city,81203,81203,100
Virginia,Norfolk city,89881,89881,100
Virginia,Norton city,1601,1601,100
Virginia,Petersburg city,14118,14118,100
Virginia,Poquoson city,7857,7857,100
Virginia,Portsmouth city,44582,44582,100
Virginia,Radford city,6320,6320,100
Virginia,Richmond city,111159,111159,100
Virginia,Roanoke city,43323,43323,100
Virginia,Salem city,13051,13051,100
Virginia,Staunton city,12990,12990,100
Virginia,Suffolk city,49642,49642,100
Virginia,Virginia Beach city,227561,227561,100
Virginia,Waynesboro city,10717,10717,100
Virginia,Williamsburg city,6883,6883,100
Virginia,Winchester city,12106,12106,100
Washington,Adams County,5836,5784,99
Washington,Asotin County,11880,11795,99
Washington,Benton County,102307,101965,99
Washington,Chelan County,43025,42387,99
Washington,Clallam County,49025,48881,99
Washington,Clark County,273451,272978,99
Washington,Columbia County,2482,2482,99
Washington,Cowlitz County,59969,59805,99
Washington,Douglas County,21183,21110,99
Washington,Ferry County,4351,4292,99
Washington,Franklin County,32226,31904,99
Washington,Garfield County,1481,1470,99
Washington,Grant County,37475,37340,99
Washington,Grays Harbor County,38256,37763,99
Washington,Island County,53539,53444,99
Washington,Jefferson County,24658,24633,99
Washington,King County,1202570,1199885,99
Washington,Kitsap County,157625,157420,99
Washington,Kittitas County,26364,25579,99
Washington,Klickitat County,13481,13453,99
Washington,Lewis County,45077,44991,99
Washington,Lincoln County,6993,6974,99
Washington,Mason County,37112,37060,99
Washington,Okanogan County,21152,20997,99
Washington,Pacific County,14017,13973,99
Washington,Pend Oreille County,8513,8422,99
Washington,Pierce County,460714,460354,99
Washington,San Juan County,13090,12896,99
Washington,Skagit County,72937,71802,99
Washington,Skamania County,7268,7066,99
Washington,Snohomish County,435582,434757,99
Washington,Spokane County,293294,292680,99
Washington,Stevens County,28283,27963,99
Washington,Thurston County,166965,166293,99
Washington,Wahkiakum County,2972,2924,99
Washington,Walla Walla County,31055,29891,99
Washington,Whatcom County,137660,137464,99
Washington,Whitman County,20964,20901,99
Washington,Yakima County,95713,95670,99
West Virginia,Barbour County,6677,6659,95
West Virginia,Berkeley County,51535,49100,95
West Virginia,Boone County,9012,8983,99
West Virginia,Braxton County,5664,5599,95
West Virginia,Brooke County,10656,10631,99
West Virginia,Cabell County,37360,36900,95
West Virginia,Calhoun County,2971,2879,95
West Virginia,Clay County,3365,3313,95
West Virginia,Doddridge County,3101,3124,95
West Virginia,Fayette County,16862,16794,99
West Virginia,Gilmer County,2662,2797,95
West Virginia,Grant County,5509,5452,95
West Virginia,Greenbrier County,15850,15374,95
West Virginia,Hampshire County,10086,9872,99
West Virginia,Hancock County,13800,13882,95
West Virginia,Hardy County,6331,6207,95
West Virginia,Harrison County,30465,30559,95
West Virginia,Jackson County,13508,13320,95
West Virginia,Jefferson County,27703,27300,95
West Virginia,Kanawha County,82244,83259,95
West Virginia,Lewis County,7457,7621,95
West Virginia,Lincoln County,7830,7773,95
West Virginia,Logan County,13026,13595,95
West Virginia,McDowell County,6527,6823,95
West Virginia,Marion County,25794,25170,95
West Virginia,Marshall County,14080,14445,95
West Virginia,Mason County,11203,11205,95
West Virginia,Mercer County,25134,25103,99
West Virginia,Mineral County,12872,12720,95
West Virginia,Mingo County,10022,10461,95
West Virginia,Monongalia County,42072,42000,95
West Virginia,Monroe County,6490,6386,95
West Virginia,Morgan County,8695,8365,95
West Virginia,Nicholas County,10630,10440,95
West Virginia,Ohio County,19898,19732,95
West Virginia,Pendleton County,3659,3563,95
West Virginia,Pleasants County,3491,3500,95
West Virginia,Pocahontas County,4008,4011,95
West Virginia,Preston County,14572,14700,95
West Virginia,Putnam County,28501,28410,99
West Virginia,Raleigh County,33106,32371,95
West Virginia,Randolph County,12200,11964,95
West Virginia,Ritchie County,4283,4483,95
West Virginia,Roane County,5763,5772,95
West Virginia,Summers County,5585,5600,95
West Virginia,Taylor County,7383,7146,95
West Virginia,Tucker County,3844,3799,95
West Virginia,Tyler County,3922,4019,95
West Virginia,Upshur County,10221,10140,95
West Virginia,Wayne County,16947,16700,95
West Virginia,Webster County,3402,3276,95
West Virginia,Wetzel County,6667,6892,95
West Virginia,Wirt County,2653,2664,95
West Virginia,Wood County,38762,38487,99
West Virginia,Wyoming County,8592,8614,95
Wisconsin,Adams County,11818,11818,100
Wisconsin,Ashland County,8757,8757,100
Wisconsin,Barron County,25346,25346,100
Wisconsin,Bayfield County,10880,10880,100
Wisconsin,Brown County,144017,144017,100
Wisconsin,Buffalo County,7816,7816,100
Wisconsin,Burnett County,10141,10141,100
Wisconsin,Calumet County,30774,30774,100
Wisconsin,Chippewa County,35938,35938,100
Wisconsin,Clark County,14898,14898,100
Wisconsin,Columbia County,33869,33869,100
Wisconsin,Crawford County,8695,8695,100
Wisconsin,Dane County,344728,344791,100
Wisconsin,Dodge County,48436,48436,100
Wisconsin,Door County,20117,20117,100
Wisconsin,Douglas County,24677,24677,100
Wisconsin,Dunn County,23524,23524,100
Wisconsin,Eau Claire County,58275,58275,100
Wisconsin,Florence County,2940,2940,100
Wisconsin,Fond du Lac County,57251,57251,100
Wisconsin,Forest County,5053,5053,100
Wisconsin,Grant County,25608,25608,100
Wisconsin,Green County,21406,21406,100
Wisconsin,Green Lake County,10671,10671,100
Wisconsin,Iowa County,13992,13992,100
Wisconsin,Iron County,4010,4010,100
Wisconsin,Jackson County,10184,10184,100
Wisconsin,Jefferson County,47979,47979,100
Wisconsin,Juneau County,13709,13702,100
Wisconsin,Kenosha County,88738,88738,100
Wisconsin,Kewaunee County,12095,12095,100
Wisconsin,La Crosse County,67884,67884,100
Wisconsin,Lafayette County,8555,8555,100
Wisconsin,Langlade County,11165,11165,100
Wisconsin,Lincoln County,16497,16497,100
Wisconsin,Manitowoc County,44829,44829,100
Wisconsin,Marathon County,76751,76751,100
Wisconsin,Marinette County,22979,22979,100
Wisconsin,Marquette County,9065,9065,100
Wisconsin,Menominee County,1590,1590,100
Wisconsin,Milwaukee County,459723,458971,100
Wisconsin,Monroe County,22611,22611,100
Wisconsin,Oconto County,23215,23215,100
Wisconsin,Oneida County,24159,24159,100
Wisconsin,Outagamie County,108022,108022,100
Wisconsin,Ozaukee County,61486,61486,100
Wisconsin,Pepin County,4144,4144,100
Wisconsin,Pierce County,23317,23458,100
Wisconsin,Polk County,26371,26371,100
Wisconsin,Portage County,40603,40603,100
Wisconsin,Price County,8546,8546,100
Wisconsin,Racine County,106451,106451,100
Wisconsin,Richland County,9014,9014,100
Wisconsin,Rock County,85360,85360,100
Wisconsin,Rusk County,7886,7886,100
Wisconsin,St. Croix County,56707,56707,100
Wisconsin,Sauk County,36203,36203,100
Wisconsin,Sawyer County,10510,10510,100
Wisconsin,Shawano County,22615,22607,100
Wisconsin,Sheboygan County,66011,66003,100
Wisconsin,Taylor County,10686,10685,100
Wisconsin,Trempealeau County,15380,15220,100
Wisconsin,Vernon County,15923,15914,100
Wisconsin,Vilas County,15369,15369,100
Wisconsin,Walworth County,57600,57600,100
Wisconsin,Washburn County,10378,10378,100
Wisconsin,Washington County,88070,88070,100
Wisconsin,Waukesha County,267996,267996,100
Wisconsin,Waupaca County,29130,29130,100
Wisconsin,Waushara County,13568,13568,100
Wisconsin,Winnebago County,94032,94160,100
Wisconsin,Wood County,41298,41298,100
Wyoming,Albany County,18617,18617,100
Wyoming,Big Horn County,5752,5752,100
Wyoming,Campbell County,19566,19566,100
Wyoming,Carbon County,6664,6664,100
Wyoming,Converse County,6970,6970,100
Wyoming,Crook County,4119,4119,100
Wyoming,Fremont County,18111,18111,100
Wyoming,Goshen County,6241,6241,100
Wyoming,Hot Springs County,2577,2577,100
Wyoming,Johnson County,4914,4914,100
Wyoming,Laramie County,44982,44982,100
Wyoming,Lincoln County,10468,10468,100
Wyoming,Natrona County,35202,35202,100
Wyoming,Niobrara County,1308,1308,100
Wyoming,Park County,16717,16717,100
Wyoming,Platte County,4923,4923,100
Wyoming,Sheridan County,16428,16428,100
Wyoming,Sublette County,4970,4970,100
Wyoming,Sweetwater County,16603,16603,100
Wyoming,Teton County,14677,14677,100
Wyoming,Uinta County,9402,9402,100
Wyoming,Washakie County,4012,4012,100
Wyoming,Weston County,3542,3542,100
Alabama,Cherokee County,12301,12301,100
Alabama,Chilton County,19310,19310,100
Alabama,Choctaw County,7464,7464,100
Alabama,Clarke County,13135,13135,100
Alabama,Clay County,6930,6930,100
Alabama,Cleburne County,7227,7227,100
Alabama,Coffee County,22275,22275,100
Alabama,Colbert County,27886,27886,100
Alabama,Conecuh County,6441,6441,100
Alabama,Coosa County,5479,5479,100
Alabama,Autauga County,27770,27770,100
Alabama,Covington County,17430,17430,100
Alabama,Crenshaw County,6617,6617,100
Alabama,Cullman County,41851,41851,100
Alabama,Dale County,19738,19738,100
Alabama,Dallas County,17864,17864,100
Alabama,DeKalb County,29356,29356,100
Alabama,Elmore County,41030,41030,100
Alabama,Escambia County,15910,15910,100
Alabama,Etowah County,47728,47728,100
Alabama,Fayette County,8766,8766,100
Alabama,Baldwin County,109679,109679,100
Alabama,Franklin County,12578,12578,100
Alabama,Geneva County,12545,12545,100
Alabama,Greene County,4775,4775,100
Alabama,Hale County,7922,7904,100
Alabama,Henry County,9298,9298,100
Alabama,Houston County,46173,46173,100
Alabama,Jackson County,23636,23636,100
Alabama,Jefferson County,325848,325848,100
Alabama,Lamar County,7193,7193,100
Alabama,Lauderdale County,44339,44339,100
Alabama,Barbour County,10518,10518,100
Alabama,Lawrence County,16031,16031,100
Alabama,Lee County,71449,71449,100
Alabama,Limestone County,49235,49235,100
Alabama,Lowndes County,6835,6835,100
Alabama,Macon County,8723,8723,100
Alabama,Madison County,194767,194767,100
Alabama,Marengo County,10900,10900,100
Alabama,Marion County,13807,13807,100
Alabama,Marshall County,39655,39655,100
Alabama,Mobile County,183164,183164,100
Alabama,Bibb County,9595,9595,100
Alabama,Monroe County,10668,10668,100
Alabama,Montgomery County,99139,99139,100
Alabama,Morgan County,53722,53722,100
Alabama,Perry County,5230,5230,100
Alabama,Pickens County,9668,9668,100
Alabama,Pike County,13841,13841,100
Alabama,Randolph County,10837,10837,100
Alabama,Russell County,21329,21329,100
Alabama,St. Clair County,44441,44441,100
Alabama,Shelby County,114950,114950,100
Alabama,Blount County,27588,27588,100
Alabama,Sumter County,6291,6291,100
Alabama,Talladega County,35663,35663,100
Alabama,Tallapoosa County,20991,20991,100
Alabama,Tuscaloosa County,90172,90172,100
Alabama,Walker County,31170,31170,100
Alabama,Washington County,8876,8876,100
Alabama,Wilcox County,5903,5903,100
Alabama,Winston County,11284,11284,100
Alabama,Bullock County,4613,4613,100
Alabama,Butler County,9488,9488,100
Alabama,Calhoun County,50983,50983,100
Alabama,Chambers County,15284,15284,100
Alaska,ED 10,11256,11256,100
Alaska,ED 11,10686,10686,100
Alaska,ED 12,11280,11280,100
Alaska,ED 13,7765,7765,100
Alaska,ED 14,11534,11534,100
Alaska,ED 15,5593,5593,100
Alaska,ED 16,8170,8170,100
Alaska,ED 17,7271,7271,100
Alaska,ED 18,7759,7759,100
Alaska,ED 19,5338,5338,100
Alaska,ED 1,7360,7360,100
Alaska,ED 20,7544,7544,100
Alaska,ED 21,9482,9482,100
Alaska,ED 22,9597,9597,100
Alaska,ED 23,7796,7796,100
Alaska,ED 24,10484,10484,100
Alaska,ED 25,9369,9369,100
Alaska,ED 26,20292,20292,100
Alaska,ED 27,19037,19037,100
Alaska,ED 28,25580,25580,100
Alaska,ED 29,10784,10784,100
Alaska,ED 2,6161,6161,100
Alaska,ED 30,10226,10226,100
Alaska,ED 31,12481,12481,100
Alaska,ED 32,8361,8361,100
Alaska,ED 33,11016,11016,100
Alaska,ED 34,10794,10794,100
Alaska,ED 35,10149,10149,100
Alaska,ED 36,9292,9292,100
Alaska,ED 37,5168,5168,100
Alaska,ED 38,5299,5517,95
Alaska,ED 39,5930,5930,100
Alaska,ED 3,8385,8385,100
Alaska,ED 40,4628,4628,100
Alaska,ED 4,10587,10587,100
Alaska,ED 5,8706,8706,100
Alaska,ED 6,9518,9518,100
Alaska,ED 7,9664,9664,100
Alaska,ED 8,9957,9957,100
Alaska,ED 9,11047,11047,100
Arkansas,Clark County,8395,8395,100
Arkansas,Clay County,5183,5183,100
Arkansas,Cleburne County,12680,12680,100
Arkansas,Cleveland County,3600,3600,100
Arkansas,Columbia County,8616,8616,100
Arkansas,Conway County,8685,8685,100
Arkansas,Craighead County,38511,38511,100
Arkansas,Crawford County,24091,24091,100
Arkansas,Crittenden County,16367,16367,100
Arkansas,Cross County,6942,6942,100
Arkansas,Arkansas County,6292,6292,100
Arkansas,Dallas County,2649,2649,100
Arkansas,Desha County,4164,4164,100
Arkansas,Drew County,6908,6908,100
Arkansas,Faulkner County,54428,54428,100
Arkansas,Franklin County,7129,7129,100
Arkansas,Fulton County,5119,5119,100
Arkansas,Garland County,44199,44199,100
Arkansas,Grant County,8200,8200,100
Arkansas,Greene County,16100,16100,100
Arkansas,Hempstead County,6848,6848,100
Arkansas,Ashley County,7926,7926,100
Arkansas,Hot Spring County,12557,12557,100
Arkansas,Howard County,4834,4834,100
Arkansas,Independence County,14512,14512,100
Arkansas,Izard County,5810,5810,100
Arkansas,Jackson County,5091,5091,100
Arkansas,Jefferson County,25158,25158,100
Arkansas,Johnson County,9498,9498,100
Arkansas,Lafayette County,2679,2679,100
Arkansas,Lawrence County,5857,5857,100
Arkansas,Lee County,2848,2848,100
Arkansas,Baxter County,21007,21007,100
Arkansas,Lincoln County,3875,3875,100
Arkansas,Little River County,5177,5177,100
Arkansas,Logan County,8225,8225,100
Arkansas,Lonoke County,30662,30662,100
Arkansas,Madison County,7351,7351,100
Arkansas,Marion County,7503,7503,100
Arkansas,Miller County,16529,16529,100
Arkansas,Mississippi County,12342,12342,100
Arkansas,Monroe County,2816,2816,100
Arkansas,Montgomery County,3873,3873,100
Arkansas,Benton County,119912,119912,100
Arkansas,Nevada County,3358,3358,100
Arkansas,Newton County,3998,3998,100
Arkansas,Ouachita County,9629,9629,100
Arkansas,Perry County,4627,4627,100
Arkansas,Phillips County,6242,6242,100
Arkansas,Pike County,4246,4246,100
Arkansas,Poinsett County,7521,7521,100
Arkansas,Polk County,8490,8490,100
Arkansas,Pope County,24432,24432,100
Arkansas,Prairie County,3495,3495,100
Arkansas,Boone County,17114,17114,100
Arkansas,Pulaski County,169956,169956,100
Arkansas,Randolph County,6812,6812,100
Arkansas,St. Francis County,7108,7108,100
Arkansas,Saline County,56959,56959,100
Arkansas,Scott County,3551,3551,100
Arkansas,Searcy County,4019,4019,100
Arkansas,Sebastian County,47140,47140,100
Arkansas,Sevier County,5202,5202,100
Arkansas,Sharp County,7566,7566,100
Arkansas,Stone County,5938,5938,100
Arkansas,Bradley County,3654,3654,100
Arkansas,Union County,16607,16607,100
Arkansas,Van Buren County,7807,7807,100
Arkansas,Washington County,94266,94266,100
Arkansas,White County,30885,30885,100
Arkansas,Woodruff County,2476,2476,100
Arkansas,Yell County,6741,6741,100
Arkansas,Calhoun County,2182,2182,100
Arkansas,Carroll County,11797,11797,100
Arkansas,Chicot County,4103,4103,100
California,Fresno County,364809,364809,100
California,Glenn County,11292,11292,100
California,Humboldt County,68828,68828,100
California,Imperial County,56718,56718,100
California,Inyo County,9481,9481,100
California,Kern County,305226,305226,100
California,Kings County,43858,43858,100
California,Lake County,28800,28800,100
California,Lassen County,11985,11985,100
California,Los Angeles County,4263443,4263443,100
California,Alameda County,769864,769864,100
California,Madera County,53722,53722,100
California,Marin County,155801,155801,100
California,Mariposa County,10280,10280,100
California,Mendocino County,43336,43336,100
California,Merced County,90541,90541,100
California,Modoc County,4338,4338,100
California,Mono County,6737,6737,100
California,Monterey County,163883,163883,100
California,Napa County,72122,72122,100
California,Nevada County,64738,64738,100
California,Alpine County,741,741,100
California,Orange County,1521725,1521725,100
California,Placer County,235017,235017,100
California,Plumas County,11256,11256,100
California,Riverside County,996156,996156,99
California,Sacramento County,718290,718290,100
California,San Benito County,28821,28821,100
California,San Bernardino County,840931,840931,100
California,San Diego County,1601722,1601722,100
California,San Francisco County,443458,443458,100
California,San Joaquin County,288443,288443,99
California,Amador County,22302,22302,100
California,San Luis Obispo County,159681,159681,100
California,San Mateo County,374138,374138,100
California,Santa Barbara County,200288,200288,100
California,Santa Clara County,850522,850522,100
California,Santa Cruz County,144796,144796,100
California,Shasta County,92900,92900,100
California,Sierra County,1930,1930,100
California,Siskiyou County,23450,23450,100
California,Solano County,205831,205831,100
California,Sonoma County,268252,268252,100
California,Butte County,102042,102042,100
California,Stanislaus County,214876,214876,100
California,Sutter County,42640,42640,100
California,Tehama County,28721,28721,100
California,Trinity County,6258,6258,100
California,Tulare County,146832,146832,100
California,Tuolumne County,30401,30401,100
California,Ventura County,422698,422698,100
California,Yolo County,97264,97264,100
California,Yuba County,29787,29787,100
California,Calaveras County,27164,27164,100
California,Colusa County,7951,7951,100
California,Contra Costa County,581230,581230,100
California,Del Norte County,11452,11452,100
California,El Dorado County,116138,116138,100
Colorado,Clear Creek County,6548,6548,100
Colorado,Conejos County,4333,4333,100
Colorado,Costilla County,2094,2094,100
Colorado,Crowley County,1750,1750,100
Colorado,Custer County,3634,3634,100
Colorado,Delta County,19370,19370,100
Colorado,Denver County,393827,393827,100
Colorado,Dolores County,1449,1449,100
Colorado,Douglas County,231599,231599,100
Colorado,Eagle County,29140,29140,100
Colorado,Adams County,236735,236735,100
Colorado,Elbert County,18983,18983,100
Colorado,El Paso County,378849,378849,100
Colorado,Fremont County,25557,25557,100
Colorado,Garfield County,30904,30904,100
Colorado,Gilpin County,4186,4186,100
Colorado,Grand County,9870,9878,100
Colorado,Gunnison County,11190,10887,99
Colorado,Hinsdale County,632,632,100
Colorado,Huerfano County,4406,4406,100
Colorado,Jackson County,876,876,100
Colorado,Alamosa County,7808,7808,100
Colorado,Jefferson County,377357,377357,100
Colorado,Kiowa County,903,903,100
Colorado,Kit Carson County,3871,3871,100
Colorado,Lake County,3961,3961,100
Colorado,La Plata County,35667,35667,100
